user,item,rating
881948,TMP0101EN,1.0
1019565,LB0109ENv1,4.0
1768789,DA0101EN,3.0
516005,PA0107EN,1.0
511707,BD0153EN,4.0
1712125,CB0201EN,1.0
882792,ML0103EN,3.0
1724242,DJ0101EN,4.0
1029081,BC0201EN,2.0
907499,ML0120EN,1.0
1431512,PA0109EN,1.0
583783,ML0101EN,3.0
1666874,DS0301EN,1.0
1118864,DB0101EN,1.0
434870,BD0211EN,2.0
946438,RP0151EN,1.0
924253,DV0101EN,3.0
1058497,IT0101EN,4.0
617260,DX0106EN,4.0
706725,ML0122EN,2.0
1325797,ML0101ENv3,3.0
2022565,CB0201EN,4.0
1148997,DS0105EN,3.0
512222,DS0103EN,2.0
435543,CNSC02EN,2.0
251350,WA0101EN,2.0
550924,SW0101EN,1.0
1128890,RP0105EN,4.0
1516847,CNSC02EN,2.0
1745321,CC0101EN,1.0
1047200,CL0101EN,2.0
2001807,TMP0106,1.0
413550,SC0103EN,2.0
1309346,CNSC02EN,2.0
970356,CP0101EN,4.0
1052225,BC0201EN,2.0
1337320,CC0103EN,4.0
365820,CO0201EN,1.0
461977,SW0201EN,4.0
1105857,CL0101EN,2.0
189455,BD0115EN,2.0
592949,BD0212EN,3.0
1870813,ST0101EN,3.0
1855493,DA0101EN,3.0
610199,CC0150EN,4.0
596977,PY0101EN,3.0
678354,RP0103EN,1.0
1881829,SECM03EN,1.0
300235,CNSC02EN,2.0
722396,TMP0106,4.0
1862860,ML0101ENv3,3.0
712948,CB0103EN,2.0
610073,ML0122ENv1,2.0
435584,BD0101EN,2.0
936148,CC0150EN,1.0
1080709,BC0101EN,3.0
705388,RP0101EN,3.0
997388,DB0101EN,4.0
434878,ST0101EN,1.0
338211,CB0105ENv1,4.0
1569479,ML0101ENv3,3.0
902903,CC0250EN,1.0
1034256,ML0120EN,4.0
1106089,CL0101EN,2.0
724793,ST0301EN,4.0
1019710,BC0201EN,2.0
1387104,BD0141EN,3.0
765268,WA0103EN,1.0
1187764,ML0103EN,3.0
992076,ML0120ENv2,1.0
639335,GPXX0QR3EN,4.0
1812348,SC0105EN,1.0
1940245,DA0101EN,3.0
1676274,SW0101EN,1.0
268796,BC0201EN,2.0
1087585,ML0101ENv3,3.0
435654,BD0101EN,2.0
348960,ML0109EN,2.0
434875,BD0111EN,2.0
1733721,CP0101EN,4.0
1484860,COM001EN,4.0
1399104,AI0111EN,1.0
1825541,DV0101EN,1.0
1687291,DB0151EN,1.0
199198,DS0301EN,4.0
1617894,LB0101ENv1,3.0
322336,BC0201EN,2.0
755567,ML0111EN,1.0
1897367,BD0153EN,1.0
1032035,BC0201EN,2.0
1249473,DX0107EN,1.0
433804,CB0103EN,2.0
1121599,ML0122ENv1,2.0
511815,RP0101EN,2.0
1487290,CB0101EN,4.0
1100316,CNSC02EN,4.0
552100,RP0105EN,4.0
1608122,CB0103EN,4.0
1864364,DS0321EN,4.0
1106126,CL0101EN,2.0
1627236,CNSC02EN,2.0
1057229,WA0101EN,1.0
920916,OS0101EN,4.0
1170459,BD0212EN,4.0
1471466,TA0106EN,1.0
605799,CB0101EN,1.0
435097,DB0101EN,2.0
781690,BD0131EN,3.0
2006265,OS0101EN,2.0
676145,CB0103EN,2.0
718712,DX0106EN,4.0
1578908,DS0101EN,3.0
2020154,TMP107,1.0
1001027,BENTEST4,4.0
1801934,DX0108EN,4.0
1091991,PY0101EN,3.0
724101,BD0101EN,3.0
1028686,DAI101EN,2.0
723724,BD0111EN,3.0
512681,DS0101EN,2.0
691840,CC0150EN,4.0
757296,DV0101EN,3.0
1595682,ML0120ENv2,1.0
510068,DB0111EN,1.0
1433183,ML0115EN,3.0
1564450,DB0101EN,1.0
1872295,CNSC02EN,2.0
632107,ML0109EN,2.0
1988308,LB0107ENv1,1.0
897988,DAI101EN,1.0
1371494,CNSC02EN,2.0
788545,BD0111EN,3.0
669579,DS0103EN,3.0
1411199,TMP0101EN,4.0
1489912,TMP0105EN,1.0
1481613,ML0120ENv2,3.0
1123793,ML0122ENv1,3.0
1803280,DS0101EN,3.0
435073,DB0101EN,2.0
1206200,PY0101EN,3.0
1683143,ML0120EN,1.0
1401699,DAI101EN,4.0
766468,PA0107EN,4.0
435467,DW0101EN,1.0
61,BD0211EN,2.0
1990712,RP0151EN,4.0
910499,CNSC02EN,2.0
1059598,DS0101EN,4.0
434954,RP0103,1.0
775893,CO0101EN,3.0
1464817,DS0105EN,3.0
490636,CB0105ENv1,1.0
1781860,DS0101EN,3.0
1631699,DAI101EN,2.0
1923767,BC0201EN,4.0
752260,DA0151EN,4.0
1284712,RP0103,4.0
1201603,EE0101EN,4.0
712397,CC0101EN,1.0
624474,BD0111EN,3.0
754380,BC0101EN,3.0
1635276,PY0101EN,3.0
633891,ST0101EN,3.0
793538,BC0201EN,2.0
372990,DJ0101EN,4.0
511461,DS0105EN,4.0
719317,CB0103EN,2.0
435750,BD0101EN,2.0
1604463,BD0131EN,3.0
1207098,BD0151EN,4.0
185438,WA0103EN,1.0
1509882,LB0109ENv1,1.0
1849300,CNSC02EN,2.0
576742,ML0101ENv3,1.0
725357,SECM03EN,1.0
434776,CC0103EN,4.0
1052869,DS0101EN,3.0
1325167,TA0105,4.0
510214,ML0201EN,1.0
435594,ML0101EN,2.0
1055010,BC0201EN,2.0
938327,BD0137EN,3.0
1770354,DAI101EN,2.0
435199,BD0151EN,2.0
1482828,CNSC02EN,2.0
1554610,DA0201EN,1.0
1046082,PY0101EN,3.0
714587,EE0101EN,1.0
682907,WA0103EN,1.0
1830412,DS0103EN,3.0
660911,BC0201EN,1.0
1055997,BC0201EN,2.0
1204969,CO0201EN,3.0
292664,CB0103EN,2.0
1167808,DX0108EN,4.0
1623220,IT0101EN,1.0
1780946,DAI101EN,2.0
485754,TA0105,2.0
1096968,CB0101EN,1.0
1399340,ML0101ENv3,4.0
1010892,CC0103EN,3.0
429341,CC0210EN,1.0
1568372,ML0151EN,1.0
621922,SW0201EN,1.0
680745,BC0101EN,3.0
1466591,DS0301EN,1.0
1055254,BC0201EN,2.0
512202,DS0101EN,2.0
138664,DV0101EN,3.0
875299,SC0105EN,3.0
738162,ML0122EN,2.0
1811057,DAI101EN,2.0
1636215,BC0201EN,4.0
1939669,PY0101EN,1.0
1017010,TA0105,1.0
713485,BD0141EN,3.0
1270298,BD0123EN,1.0
908121,GPXX0T0FEN,1.0
1425364,LB0103ENv1,4.0
718160,CB0103EN,2.0
972445,DS0103EN,3.0
1084011,ML0115EN,1.0
1250537,ML0103EN,1.0
2085695,DS0132EN,2.0
1100932,OS0101EN,4.0
323518,DS0301EN,2.0
733668,TMP0101EN,4.0
1253814,PA0103EN,4.0
878883,DS0301EN,4.0
1329534,BC0201EN,3.0
221140,CP0101EN,1.0
1247552,PA0101EN,4.0
725082,ML0115EN,2.0
1699897,DAI101EN,2.0
165324,DS0103EN,3.0
1176897,WA0103EN,1.0
720643,CB0103EN,2.0
1321105,ML0111EN,1.0
1823093,DV0151EN,3.0
1111747,BD0211EN,3.0
1048103,BC0201EN,2.0
745965,ML0122EN,2.0
1100335,DS0132EN,1.0
506416,LB0111EN,4.0
1583389,DW0101EN,4.0
1600006,CC0101EN,3.0
1724306,BD0123EN,1.0
1389397,ML0103EN,1.0
708655,ML0151EN,2.0
997720,BD0101EN,3.0
632484,ML0101ENv3,3.0
1817974,CC0101EN,4.0
518291,SC0101EN,3.0
716957,OS0101EN,1.0
2075251,SC0105EN,4.0
1412110,ML0201EN,4.0
897320,ML0151EN,1.0
1263817,GPXX0T0FEN,1.0
970895,BD0115EN,3.0
510653,DS0101EN,2.0
973152,DS0103EN,1.0
431128,BD0151EN,4.0
783583,DX0106EN,4.0
623483,DS0110EN,1.0
760600,DS0107,4.0
409205,CO0101EN,4.0
1524993,DX0108EN,4.0
607599,CB0103EN,2.0
435542,BD0115EN,2.0
952581,DW0101EN,1.0
1548434,CC0101EN,3.0
2055835,DS0132EN,2.0
313740,PA0101EN,2.0
727462,BD0111EN,3.0
1122802,BD0111EN,3.0
1034200,BC0201EN,2.0
194223,ML0122ENv1,1.0
5,TMP0105EN,2.0
1050374,ML0120ENv2,3.0
707222,ML0109EN,3.0
1048841,BC0201EN,2.0
908354,AI0111EN,4.0
340811,WA0101EN,2.0
680229,CB0105ENv1,4.0
1384141,CC0150EN,1.0
884168,PY0101EN,3.0
320103,SC0101EN,3.0
1644166,DAI101EN,2.0
710967,DA0151EN,1.0
1750430,TMP107,1.0
648950,SC0103EN,4.0
765929,TMP0105EN,4.0
1386914,CC0271EN,1.0
452924,CB0103EN,2.0
30031,SW0101EN,1.0
2058409,BD0223EN,4.0
1105904,CL0101EN,2.0
1340265,BENTEST4,4.0
541411,CC0101EN,3.0
1323884,PA0101EN,1.0
558332,LB0109ENv1,4.0
1180040,HCC105EN,1.0
743837,ML0122ENv1,2.0
712860,CB0103EN,2.0
903388,ML0122ENv1,2.0
527582,DW0101EN,4.0
1310442,CO0201EN,1.0
750228,TMP107,4.0
1467843,SC0105EN,1.0
1994624,IT0101EN,1.0
1698449,CNSC02EN,2.0
1546712,ML0120ENv2,3.0
713766,CB0103EN,2.0
1701193,CNSC02EN,2.0
1468104,BD0153EN,1.0
718605,DS0301EN,1.0
1206242,BD0111EN,3.0
1644209,ML0115EN,3.0
1778807,DA0101EN,3.0
2072767,DS0132EN,2.0
1749346,CC0103EN,3.0
1006740,BD0141EN,3.0
1017448,ST0101EN,3.0
1145736,DS0103EN,3.0
468797,RP0105EN,1.0
1106125,CL0101EN,2.0
561078,ML0151EN,2.0
1269656,CL0101EN,3.0
1495276,OS0101EN,1.0
1448457,PY0101EN,1.0
1137690,BD0101EN,3.0
365062,RP0151EN,1.0
512735,ST0301EN,1.0
1691612,PA0109EN,1.0
1448272,BD0111EN,3.0
488850,RP0101EN,2.0
434844,BD0101EN,2.0
1803521,DS0110EN,3.0
768266,ML0101EN,3.0
1357841,BC0201EN,1.0
510430,DS0101EN,2.0
695990,RP0103,4.0
359813,CP0101EN,4.0
723103,DS0132EN,2.0
1615667,CO0201EN,3.0
420742,ML0151EN,1.0
435248,DA0101EN,1.0
2085280,BD0111EN,3.0
2017318,CNSC02EN,2.0
1635769,BD0131EN,4.0
1020324,CP0101EN,3.0
941225,PA0109EN,1.0
1212492,TMP0106,4.0
228978,PA0101EN,2.0
1060076,DB0151EN,4.0
939340,DS0101EN,3.0
435844,WA0101EN,2.0
998498,BD0133EN,4.0
1846741,DA0151EN,4.0
67196,DAI101EN,2.0
1533782,DW0101EN,3.0
434841,DS0301EN,2.0
423527,DV0101EN,1.0
1175818,CO0101EN,3.0
723886,CB0103EN,2.0
510649,DS0103EN,2.0
1440609,DA0101EN,3.0
2003415,DV0101EN,3.0
509255,DS0101EN,2.0
1256661,SC0103EN,1.0
435027,GPXX0QR3EN,4.0
1672069,CNSC02EN,2.0
1826965,WA0103EN,4.0
1019234,SW0201EN,1.0
1254143,ML0111EN,4.0
1111250,CB0103EN,3.0
145102,GPXX0QR3EN,1.0
1835188,CNSC02EN,2.0
1818602,DE0205EN,1.0
587383,ML0122ENv1,1.0
12834,ML0122ENv1,2.0
774395,ML0101ENv3,3.0
564908,DS0132EN,4.0
1475374,PA0103EN,4.0
2051939,LB0101ENv1,1.0
414315,SC0105EN,2.0
365857,BD0111EN,3.0
229658,TA0105EN,4.0
1737925,DV0101EN,4.0
129269,BC0101EN,1.0
1121400,ML0122ENv1,1.0
1773434,HCC104EN,3.0
994338,EE0101EN,4.0
1947171,PA0109EN,1.0
1849607,BD0111EN,3.0
896735,ML0122ENv1,2.0
1448503,BD0131EN,1.0
1366088,CO0201EN,4.0
1954564,LB0105ENv1,1.0
1737122,CNSC02EN,2.0
1155197,CC0103EN,1.0
1299184,BD0211EN,1.0
570841,CB0103EN,2.0
430288,CNSC02EN,4.0
1094750,TA0105,4.0
1741813,BD0212EN,3.0
1803532,COM001EN,1.0
1322429,ML0111EN,1.0
1886079,CP0101EN,3.0
1535926,PY0101EN,3.0
323124,DS0101EN,2.0
1274449,GPXX0T0FEN,4.0
583472,ML0111EN,4.0
1404632,BD0111EN,3.0
1988847,CC0103EN,3.0
1311740,ML0120EN,4.0
318413,PA0107EN,2.0
635082,COM001EN,1.0
434938,BD0101EN,2.0
1444548,PA0103EN,4.0
744547,TMP0106,4.0
517378,BD0131EN,3.0
721752,LB0105ENv1,3.0
1650175,CNSC02EN,2.0
1706369,SC0105EN,1.0
1059998,DB0115EN,1.0
713292,CB0103EN,2.0
892298,LB0105ENv1,4.0
792652,ML0122EN,3.0
1906559,SC0103EN,3.0
421570,CB0103EN,2.0
1974326,CNSC02EN,2.0
683043,RP0101EN,4.0
777799,ML0111EN,1.0
1679529,TA0105,1.0
420416,ST0101EN,2.0
969257,CP0101EN,4.0
2066826,ML0101ENv3,3.0
1923671,CNSC02EN,2.0
1008504,CP0101EN,4.0
693010,BD0111EN,3.0
1074252,CL0101EN,2.0
1365784,ST0101EN,3.0
1917663,PA0101EN,1.0
435245,BD0101EN,2.0
602518,CNSC02EN,2.0
695469,TMP0101EN,1.0
1488679,PY0101EN,3.0
1682365,DJ0101EN,4.0
930507,BD0111EN,3.0
1490927,PA0109EN,4.0
371651,DS0101EN,2.0
1230168,LB0105ENv1,4.0
734374,PY0101EN,3.0
1211071,DA0101EN,3.0
1513254,DS0105EN,3.0
955637,BD0211EN,3.0
1867587,CNSC02EN,2.0
1200463,ML0122ENv3,1.0
906559,RP0105EN,4.0
963716,ML0201EN,1.0
1213477,RAVSCTEST1,2.0
686105,CC0250EN,4.0
527605,ML0122EN,2.0
2085280,CNSC02EN,2.0
936539,DV0151EN,4.0
736184,DS0321EN,1.0
677787,LB0111EN,4.0
479281,WA0101EN,3.0
512675,DS0101EN,2.0
1105546,CL0101EN,2.0
663831,DE0205EN,1.0
1319655,CC0150EN,4.0
1578137,LB0105ENv1,1.0
509845,DS0101EN,2.0
177772,ST0101EN,2.0
678795,DS0132EN,2.0
1497528,DS0103EN,3.0
1073314,CL0101EN,2.0
2064484,RP0151EN,1.0
511612,TMP107,4.0
514555,PA0109EN,4.0
518088,DAI101EN,2.0
1660117,HCC105EN,4.0
1752244,DP0101EN,4.0
29,BD0137EN,1.0
1693511,DS0321EN,4.0
689999,CB0103EN,2.0
897917,BC0101EN,3.0
434882,DS0105EN,1.0
2003698,DS0301EN,3.0
1229921,ML0120ENv2,4.0
1134644,BD0211EN,3.0
1580992,ML0109EN,1.0
714651,ML0120ENv3,4.0
1875470,BD0123EN,1.0
763663,BD0153EN,4.0
1357789,SC0101EN,1.0
689333,CB0103EN,2.0
1262845,AI0111EN,4.0
981821,ML0122ENv1,2.0
1327826,ML0122EN,4.0
597624,SC0105EN,4.0
121,PA0107EN,1.0
685516,SC0101EN,4.0
245345,TMP0106,1.0
1686163,CNSC02EN,2.0
1474312,BD0211EN,3.0
1099359,CC0250EN,1.0
517197,ML0201EN,4.0
435000,BD0111EN,2.0
716821,CB0103EN,2.0
505379,ML0122ENv1,2.0
586733,CC0101EN,4.0
387807,ST0201EN,4.0
1004078,PA0109EN,1.0
730114,BD0221EN,4.0
1047889,ML0109EN,4.0
644270,DE0205EN,3.0
1894109,BD0115EN,3.0
1771571,DAI101EN,2.0
279100,DJ0101EN,1.0
1199656,ML0151EN,3.0
885567,BD0135EN,4.0
1941827,BD0111EN,4.0
1536246,RP0101EN,3.0
1232238,AI0111EN,1.0
1314565,CB0201EN,1.0
577867,BD0101EN,3.0
704563,ML0103EN,4.0
1676221,DV0101EN,3.0
1165308,OS0101EN,1.0
1088540,ST0201EN,4.0
880384,IT0101EN,4.0
1461455,DB0101EN,3.0
1369147,BD0111EN,3.0
1977857,DP0101EN,4.0
685847,ST0101EN,2.0
1106915,DX0107EN,4.0
434785,BD0101EN,2.0
705325,CB0103EN,2.0
1742871,CC0271EN,4.0
1816516,DS0201EN,2.0
2063788,PA0101EN,1.0
1055946,BC0201EN,2.0
1018549,OS0101EN,1.0
435437,BD0111EN,2.0
1107257,DS0103EN,3.0
304453,BC0201EN,4.0
424079,CB0103EN,2.0
754216,BD0111EN,3.0
1009778,ML0122ENv3,4.0
390790,ST0101EN,2.0
1096116,BD0121EN,1.0
434785,DS0103EN,2.0
323699,DX0106EN,4.0
1725670,CC0210EN,4.0
882522,CC0103EN,1.0
747875,DA0101EN,1.0
745307,CB0201EN,4.0
1723788,BD0115EN,1.0
1305147,BD0211EN,3.0
914474,BD0151EN,1.0
1047378,BC0201EN,2.0
1651386,CL0101EN,4.0
993583,SC0103EN,4.0
1280105,DS0110EN,2.0
981357,ML0151EN,3.0
1107162,WA0101EN,1.0
1726733,SC0103EN,1.0
1630394,CO0101EN,3.0
1474453,CNSC02EN,2.0
298441,DS0103EN,3.0
1063687,DW0101EN,1.0
1386053,BC0202EN,4.0
1759124,CNSC02EN,2.0
1473132,BD0145EN,1.0
1073241,CL0101EN,2.0
1965961,DS0103EN,4.0
1057878,DS0201EN,1.0
511252,CC0210EN,1.0
1668143,ML0115EN,3.0
715252,DS0101EN,1.0
556288,DV0101EN,4.0
1669897,DAI101EN,4.0
346369,DS0101EN,2.0
2092906,BD0143EN,1.0
1725934,BD0137EN,1.0
1302305,HCC104EN,1.0
506934,DS0321EN,1.0
966600,ML0109EN,1.0
883019,CNSC02EN,2.0
190930,GPXX0T0FEN,4.0
1320718,CC0101EN,3.0
484676,TMP0105EN,2.0
1748169,DB0151EN,4.0
269843,DS0101EN,4.0
1720993,CNSC02EN,2.0
43,BD0101EN,2.0
1996430,BC0201EN,3.0
1647771,BC0202EN,1.0
475041,CB0103EN,2.0
1015349,CO0101EN,3.0
1104331,CL0101EN,2.0
1775496,OS0101EN,1.0
1769104,DV0101EN,3.0
660570,DA0101EN,3.0
712481,BD0101EN,3.0
512063,DS0101EN,2.0
1400808,ML0122EN,4.0
510459,DS0101EN,2.0
1327653,TA0105EN,4.0
717940,CC0210EN,1.0
1390150,SC0105EN,2.0
883153,DB0101EN,3.0
252017,CB0103EN,2.0
433668,ST0101EN,2.0
389630,DB0101EN,2.0
947963,CO0201EN,4.0
1154424,DA0151EN,4.0
1061030,DS0101EN,3.0
1180308,ML0103EN,3.0
711632,CB0103EN,2.0
1303456,RP0103EN,3.0
306227,CO0301EN,4.0
925694,ML0122ENv1,2.0
255558,DB0151EN,2.0
731000,CC0150EN,1.0
1000913,CNSC02EN,2.0
1258438,BD0221EN,1.0
536125,DV0151EN,1.0
1097568,EE0101EN,4.0
80010,CB0103EN,2.0
304465,BD0101EN,2.0
724849,ML0115EN,2.0
913940,CB0103EN,1.0
916820,DAI101EN,2.0
1433464,DB0101EN,3.0
511759,CC0210EN,4.0
1780794,SC0103EN,1.0
588338,ML0115EN,3.0
425491,CNSC02EN,2.0
1519457,BC0201EN,1.0
1389033,TA0105,4.0
2006453,ML0101ENv3,3.0
718960,BD0111EN,2.0
643112,CC0271EN,4.0
783486,EE0101EN,4.0
1568529,ML0101ENv3,3.0
154,CO0201EN,2.0
1564933,ML0115EN,3.0
279677,DS0103EN,3.0
357432,CL0101EN,2.0
1408512,DB0101EN,3.0
739478,OS0101EN,1.0
929840,CC0103EN,3.0
339273,BD0123EN,1.0
1704038,RP0105EN,4.0
1854287,CNSC02EN,2.0
439124,PY0101EN,3.0
1768112,HCC104EN,1.0
1020993,TMP0101EN,4.0
1780633,ML0122ENv3,4.0
376894,BD0151EN,2.0
741681,CC0103EN,4.0
698512,CB0103EN,2.0
1520440,DS0107,4.0
1134105,LB0103ENv1,1.0
1422087,BD0121EN,1.0
1096927,CC0101EN,3.0
2064521,CL0101EN,4.0
628563,DE0205EN,4.0
310235,DX0106EN,4.0
1444924,RP0101EN,3.0
521044,DAI101EN,2.0
1495687,BD0151EN,1.0
435027,RP0151EN,2.0
433034,DS0101EN,2.0
2076998,ML0122ENv3,4.0
554499,CO0101EN,4.0
353665,PHPM002EN,4.0
681159,DS0321EN,1.0
1625675,DW0101EN,1.0
509020,DS0101EN,2.0
198074,CO0401EN,4.0
1467310,SW0201EN,1.0
435738,HCC105EN,4.0
1285982,DV0101EN,3.0
1988839,DV0101EN,3.0
1344813,BD0111EN,3.0
1657105,CB0105ENv1,3.0
1450817,CC0101EN,4.0
1654911,CNSC02EN,2.0
964237,PY0101EN,3.0
1252164,CC0101EN,3.0
1588326,BD0145EN,3.0
1051816,OS0101EN,1.0
278930,CB0101EN,1.0
957461,RP0103,4.0
1175011,BD0211EN,3.0
1415783,SC0101EN,1.0
2058409,CNSC02EN,2.0
1982857,BENTEST4,4.0
722039,CB0103EN,2.0
1050922,BC0101EN,3.0
1503668,PY0101EN,3.0
1092129,BD0211EN,3.0
434918,BD0101EN,2.0
563561,DS0105EN,4.0
926348,ML0122ENv1,2.0
786271,CB0101EN,1.0
553366,ML0101EN,2.0
1131740,BC0101EN,3.0
1052549,ML0109EN,1.0
506416,TMP0105EN,2.0
1276828,SW0101EN,3.0
1248615,BD0223EN,3.0
1575392,RP0103EN,1.0
434870,BD0123EN,1.0
1833790,PY0101EN,3.0
1439446,DA0101EN,3.0
782877,PA0101EN,2.0
1620765,DS0101EN,3.0
932214,BD0111EN,3.0
405920,DS0101EN,2.0
1765718,RP0101EN,3.0
445953,CB0103EN,2.0
991596,ML0122ENv1,4.0
1338263,SC0105EN,2.0
1914199,PY0101EN,3.0
516120,PA0103EN,4.0
511226,DS0101EN,2.0
1014077,CNSC02EN,2.0
1664977,BD0135EN,1.0
1752616,CO0101EN,4.0
1804282,BD0135EN,1.0
1309593,BD0101EN,3.0
698256,CB0103EN,2.0
320126,BC0201EN,2.0
1950429,CNSC02EN,2.0
1526161,DE0205EN,1.0
1349271,LB0103ENv1,4.0
1721464,DS0301EN,3.0
1149146,RP0105EN,4.0
1474302,DA0101EN,3.0
2,TMP0105EN,2.0
1404185,DV0101EN,4.0
241625,ML0201EN,4.0
510969,TA0106EN,4.0
280464,BD0212EN,4.0
1520772,BD0211EN,4.0
976477,ML0122ENv1,2.0
1052369,DA0201EN,1.0
1204072,BD0131EN,4.0
915600,BC0101EN,3.0
985631,SC0105EN,1.0
177647,DS0103EN,2.0
563985,DS0101EN,3.0
761671,DS0107,1.0
1051977,BC0201EN,2.0
1604634,DB0151EN,3.0
1278815,DS0321EN,4.0
1941532,CNSC02EN,2.0
1799800,BC0201EN,1.0
1504504,DA0201EN,1.0
719850,RAVSCTEST1,4.0
773287,DA0101EN,3.0
1887657,SC0101EN,3.0
2005004,BD0123EN,1.0
268993,CC0271EN,1.0
722189,CB0103EN,2.0
464700,SW0101EN,1.0
1939496,DJ0101EN,4.0
510233,DS0101EN,2.0
1311849,DX0108EN,1.0
903040,DB0113EN,4.0
25,BD0211EN,2.0
1726122,DS0201EN,4.0
347528,DS0103EN,2.0
707962,PHPM002EN,4.0
1029999,DS0132EN,2.0
494831,ST0101EN,2.0
940957,DP0101EN,4.0
1181004,DV0151EN,1.0
396776,BD0115EN,2.0
716296,CB0103EN,2.0
876037,CB0103EN,3.0
1488278,SW0201EN,1.0
2082721,CNSC02EN,2.0
1814326,CB0103EN,3.0
1188885,DS0105EN,3.0
1691599,BD0221EN,4.0
1625635,ML0101ENv3,3.0
1689997,CNSC02EN,2.0
725760,BC0101EN,3.0
435835,BD0101EN,2.0
884406,RAVSCTEST1,1.0
961554,TA0105EN,4.0
1802703,DS0110EN,3.0
1521012,RP0101EN,3.0
492858,ML0120ENv2,3.0
1780811,DAI101EN,2.0
435669,BD0131EN,2.0
359697,LB0109ENv1,1.0
761064,DS0103EN,3.0
757776,CC0101EN,1.0
1377728,PHPM002EN,4.0
511057,RP0101EN,3.0
881998,PA0101EN,4.0
260550,BD0211EN,2.0
1356467,BD0223EN,1.0
1208746,CNSC02EN,2.0
1536246,DS0101EN,1.0
951971,DA0101EN,3.0
770450,ML0122EN,1.0
435425,WA0101EN,2.0
435593,BD0111EN,2.0
545490,BD0101EN,3.0
1427764,CNSC02EN,2.0
1726733,DE0205EN,1.0
931547,DV0151EN,1.0
1003941,ML0122ENv1,2.0
2041751,BD0111EN,1.0
793367,BD0131EN,1.0
435098,BD0101EN,2.0
1212101,ML0120ENv3,4.0
621675,BD0111EN,3.0
744570,PA0101EN,2.0
1124269,DB0111EN,1.0
1077090,CC0250EN,4.0
1718943,DAI101EN,2.0
603336,DA0101EN,3.0
47,BD0211EN,2.0
901445,RP0101EN,1.0
65,DB0151EN,4.0
588259,CNSC02EN,4.0
1768112,LB0105ENv1,3.0
1691054,PY0101EN,3.0
720415,BD0135EN,3.0
434895,PA0107EN,2.0
1718528,PA0103EN,1.0
2069161,DS0132EN,2.0
418752,BD0131EN,2.0
1403006,TA0105EN,3.0
79582,ML0120EN,3.0
1121599,DS0101EN,4.0
1226879,BC0201EN,3.0
633891,BD0101EN,3.0
947773,ML0122ENv1,2.0
511076,DS0101EN,2.0
934079,ST0201EN,4.0
726303,DS0103EN,3.0
1709833,CNSC02EN,2.0
2050073,RP0101EN,3.0
770616,CO0201EN,3.0
991754,DS0321EN,4.0
1360925,BC0101EN,3.0
2028174,CNSC02EN,2.0
992953,LB0107ENv1,4.0
1704039,ST0201EN,1.0
1477588,CC0101EN,3.0
767632,BD0131EN,4.0
446063,ML0115EN,4.0
790420,ML0201EN,1.0
1039103,ML0122ENv1,2.0
917573,DV0101EN,3.0
1879191,PY0101EN,3.0
965121,ML0122ENv1,2.0
24868,DJ0101EN,2.0
885515,BD0101EN,3.0
1786575,ML0120ENv2,3.0
1752291,EE0101EN,4.0
1482647,CC0201EN,3.0
1223333,RP0101EN,3.0
1627476,CNSC02EN,2.0
1502684,COM001EN,1.0
750951,BC0201EN,2.0
1955539,DW0101EN,4.0
501973,DS0105EN,3.0
329820,CB0103EN,2.0
275832,PA0103EN,4.0
1022188,BC0201EN,2.0
466781,RP0151EN,1.0
2056704,CO0401EN,1.0
748321,CO0401EN,4.0
1759169,LB0105ENv1,4.0
559206,ML0101ENv3,4.0
1141055,BD0223EN,1.0
1989588,ST0101EN,1.0
552104,RP0101EN,1.0
1694223,DX0107EN,1.0
895022,BD0121EN,4.0
1299238,TMP0101EN,4.0
435273,BD0121EN,2.0
995750,DW0101EN,3.0
988200,DP0101EN,4.0
714414,TA0105,3.0
371167,DB0151EN,4.0
70733,OS0101EN,1.0
102599,SC0101EN,3.0
1246812,SW0201EN,3.0
1771173,PY0101EN,1.0
1077338,BD0145EN,3.0
1499132,DAI101EN,4.0
964809,BD0153EN,1.0
397099,GPXX0T0FEN,4.0
1147574,BD0111EN,3.0
726117,DX0106EN,1.0
518485,ML0115EN,3.0
1036271,CP0101EN,1.0
1033295,BC0201EN,2.0
1343642,BD0111EN,3.0
1065120,GPXX0QR3EN,1.0
1703402,CNSC02EN,2.0
725310,IT0101EN,4.0
1055112,BC0201EN,2.0
97822,ML0122EN,4.0
748412,PY0101EN,3.0
1107336,CL0101EN,2.0
368316,DB0115EN,4.0
1006134,DS0101EN,3.0
148622,BD0123EN,3.0
1020141,ML0122ENv1,2.0
1684405,ML0122ENv3,3.0
937353,HCC105EN,1.0
703948,SC0105EN,3.0
1890496,DS0132EN,2.0
1689126,BD0137EN,4.0
1027270,BC0201EN,2.0
1570830,CL0101EN,1.0
1056312,BC0201EN,2.0
1303662,CO0201EN,3.0
1031560,CB0101EN,1.0
723690,ML0115EN,1.0
883507,LB0107ENv1,4.0
1904114,DB0101EN,3.0
1905059,SC0105EN,1.0
1024845,PY0101EN,3.0
1391953,DV0101EN,3.0
1323058,CC0101EN,3.0
740637,BD0211EN,3.0
719861,CB0103EN,2.0
267218,DA0201EN,4.0
1678096,CNSC02EN,2.0
1998500,WA0101EN,1.0
686696,ML0201EN,3.0
1963882,CC0101EN,1.0
681553,BD0131EN,4.0
1748286,DS0103EN,3.0
957342,CC0150EN,1.0
